City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,porto franco,-6.3383,-47.3992,25.89,45,18,1.13,BR,1691550676
296,tynda,55.1667,124.7167,24.22,47,99,1.64,RU,1691550349
297,oundle,52.4809,-0.4673,11.47,93,20,3.09,GB,1691550676
298,salalah,17.0151,54.0924,26.05,94,100,3.6,OM,1691550407
299,uyuni,-20.4597,-66.825,3.13,27,0,4.76,BO,1691550676
300,baruta,10.434,-66.8766,19.91,91,5,0.96,VE,1691550676
301,port hedland,-20.3167,118.5667,30.03,17,0,4.63,AU,1691550463
302,brisas de zicatela,15.8369,-97.0419,30.29,66,40,1.54,MX,1691550676
303,island harbour,50.724,-1.2758,16.63,93,80,0.89,GB,1691550677
304,voskresenskoye,56.8381,45.4317,15.77,87,0,2.84,RU,1691550677
305,panaba,21.2833,-88.2667,28.51,72,4,4.78,MX,1691550677
306,benguela,-12.5763,13.4055,18.85,92,9,1.4,AO,1691550677
307,pontianak,-0.0333,109.3333,25.99,83,40,2.57,ID,1691550677
308,freetown,8.484,-13.2299,24.9,87,71,3.43,SL,1691550677
309,timbuktu,16.7735,-3.0074,31.26,48,52,7.45,ML,1691550677
310,paita,-5.0892,-81.1144,21.66,84,100,5.4,PE,1691550677
311,nijar,36.9665,-2.206,23.8,69,0,1.54,ES,1691550677
312,avra valley,32.4379,-111.3154,31.79,45,37,4.63,US,1691550544
313,tofol,5.3248,163.0078,28.88,79,100,1.54,FM,1691550663
314,angaur state,6.906,134.13,27.42,80,99,7.27,PW,1691550677
315,antsiranana,-12.2787,49.2917,21.33,81,5,5.04,MG,1691550678
316,al kharijah,25.4514,30.5464,30.46,30,0,5.94,EG,1691550678
317,fale old settlement,-9.3852,-171.2468,28.01,79,29,5.31,TK,1691550678
318,las lomitas,-24.7096,-60.593,14.82,89,100,2.61,AR,1691550678
319,pacific grove,36.6177,-121.9166,17.42,84,75,3.09,US,1691550678
320,qamdo,31.1667,97.2333,14.75,55,39,1.71,CN,1691550678
321,vikindu,-7.0067,39.2985,20.99,91,0,3.21,TZ,1691550678
322,barcelos,41.5388,-8.6151,21.62,94,27,2.03,PT,1691550678
323,mancio lima,-7.6142,-72.8958,21.11,96,100,0.38,BR,1691550678
324,kupang,-10.1667,123.5833,30.32,48,20,9.77,ID,1691550678
325,gaigeturi,33.4644,126.3183,26.91,91,100,14.51,KR,1691550678
326,prado,-17.3411,-39.2208,21.17,91,7,0.41,BR,1691550405
327,pitimbu,-7.4706,-34.8086,22.33,81,24,4.51,BR,1691550679
328,santa terezinha,-29.9002,-50.0904,15.53,76,100,8.13,BR,1691550679
329,arteche,12.2645,125.4048,32.27,61,80,1.18,PH,1691550663
330,durres,41.3231,19.4414,15.1,54,1,3.49,AL,1691550679
331,farafangana,-22.8167,47.8333,18.95,91,91,0.62,MG,1691550679
332,bowen,-20.0167,148.2333,22.83,58,93,7.83,AU,1691550679
333,naze,28.3667,129.4833,25.51,84,100,11.23,JP,1691550672
334,esikhaleni,-28.871,31.8996,19.37,73,88,7.41,ZA,1691550679
335,nabire,-3.3667,135.4833,30.01,62,95,2.29,ID,1691550679
336,saint-felicien,48.6501,-72.4491,13.1,98,100,3.67,CA,1691550679
337,brookings,44.3114,-96.7984,21.0,83,0,2.57,US,1691550519
338,asau,46.4333,26.4,10.71,84,25,2.27,RO,1691550679
339,golere,16.2557,-14.1017,28.64,52,25,6.34,SN,1691550680
340,cabinda,-5.55,12.2,20.8,92,0,1.75,AO,1691550680
341,pisco,-13.7,-76.2167,19.03,82,13,3.09,PE,1691550680
342,morehead city,34.7229,-76.726,29.0,78,0,4.63,US,1691550680
343,ca mau,9.1769,105.15,32.4,55,16,5.05,VN,1691550680
344,dalandzadgad,43.5708,104.425,29.66,27,61,9.34,MN,1691550493
345,teguise,29.0605,-13.564,21.12,78,0,4.12,ES,1691550680
346,cabo san lucas,22.8909,-109.9124,33.12,74,20,5.66,MX,1691550359
347,constantia,44.1833,28.65,13.38,74,0,3.39,RO,1691550628
348,queenstown,-31.8976,26.8753,10.29,76,100,2.2,ZA,1691550680
349,nhamunda,-2.1861,-56.7131,26.26,61,69,0.82,BR,1691550680
350,laminusa,5.5549,120.9136,28.76,73,100,4.16,PH,1691550680
351,clifton springs,-38.15,144.5667,19.09,42,13,9.77,AU,1691550681
352,callao,-12.0667,-77.15,20.16,77,40,5.66,PE,1691550681
353,illizi,26.4833,8.4667,31.18,21,11,6.33,DZ,1691550681
354,port saint john's,-31.6229,29.5448,17.14,74,86,3.86,ZA,1691550681
355,al burayqah,30.4062,19.5739,25.89,69,0,6.9,LY,1691550681
356,dzuunharaa,48.8523,106.4579,24.85,60,100,5.01,MN,1691550681
357,kainantu,-6.2887,145.8655,23.36,53,55,1.72,PG,1691550681
358,tocopilla,-22.092,-70.1979,18.74,68,25,3.29,CL,1691550672
359,pekan,3.4836,103.3996,29.06,64,18,1.7,MY,1691550339
360,banda aceh,5.5577,95.3222,29.09,70,100,3.84,ID,1691550681
361,hammerfest,70.6634,23.6821,23.25,73,0,2.57,NO,1691550682
362,timon,-5.0942,-42.8367,25.88,78,0,2.06,BR,1691550682
363,suwayr,30.1171,40.3893,27.76,16,0,3.58,SA,1691550682
364,nguekhokh,14.5128,-17.005,25.49,73,20,2.06,SN,1691550682
365,alice springs,-23.7,133.8833,23.75,22,0,3.6,AU,1691550682
366,kapa'a,22.0752,-159.319,32.99,77,75,11.32,US,1691550682
367,chardara,41.2547,67.9692,28.41,34,0,2.03,KZ,1691550682
368,zaragoza,41.6561,-0.8773,23.25,72,0,1.34,ES,1691550405
369,greenville,35.6127,-77.3663,26.74,78,0,0.0,US,1691550591
370,zarzis,33.504,11.1122,24.83,61,0,2.55,TN,1691550682
371,pazaryolu,40.4208,40.771,20.19,59,1,2.18,TR,1691550682
372,yarmouth,41.7057,-70.2286,22.79,88,75,4.12,US,1691550683
373,mirny,62.5353,113.9611,25.13,38,0,4.02,RU,1691550683
374,isheyevka,54.4167,48.2667,18.55,71,0,3.6,RU,1691550683
375,rikaze,29.25,88.8833,18.32,45,42,1.72,CN,1691550683
376,crotone,39.0851,17.1178,21.7,57,1,3.42,IT,1691550683
377,prince rupert,54.3161,-130.3201,15.05,94,100,3.09,CA,1691550615
378,kununurra,-15.7667,128.7333,27.99,30,5,3.6,AU,1691550683
379,wasco,35.5941,-119.341,33.48,17,0,3.6,US,1691550683
380,coronel dorrego,-38.7187,-61.2873,7.52,53,11,6.75,AR,1691550683
381,williston,48.147,-103.618,21.29,71,91,1.24,US,1691550602
382,alaghsas,17.0187,8.0168,29.11,54,43,3.55,NE,1691550683
383,lamu,-2.2717,40.902,23.12,87,54,5.29,KE,1691550438
384,ayr,55.4627,-4.6339,11.99,82,40,4.12,GB,1691550684
385,xining,36.6167,101.7667,24.69,54,74,0.74,CN,1691550430
386,vorkuta,67.5,64.0,8.74,73,100,2.24,RU,1691550684
387,zhengjiatun,43.5064,123.5064,25.19,64,9,3.93,CN,1691550684
388,beichengqu,40.4394,113.1536,27.95,46,71,0.99,CN,1691550684
389,buchanan,5.8808,-10.0467,24.53,91,100,4.73,LR,1691550684
390,osmanabad,18.1667,76.05,24.02,77,100,4.09,IN,1691550684
391,borogontsy,62.6683,131.1683,22.57,38,31,2.31,RU,1691550684
392,kingscliff,-28.2667,153.5667,22.19,52,75,6.17,AU,1691550684
393,nogliki,51.8333,143.1667,16.7,73,95,3.34,RU,1691550619
394,hamirpur,25.95,80.15,28.61,73,100,5.56,IN,1691550684
395,abashiri,44.0213,144.2697,24.97,85,99,4.41,JP,1691550684
396,arraial do cabo,-22.9661,-42.0278,20.82,85,100,8.22,BR,1691550685
397,cabras,39.93,8.5314,17.9,51,11,2.45,IT,1691550685
398,palikir - national government center,6.9248,158.1611,29.47,79,100,8.23,FM,1691550685
399,vinh,18.6667,105.6667,27.42,75,100,4.11,VN,1691550409
400,obidos,-1.9175,-55.5181,26.46,63,80,1.46,BR,1691550685
401,rongelap,11.1635,166.8941,28.45,77,100,4.84,MH,1691550685
402,alice town,25.7167,-79.3,30.48,74,2,4.35,BS,1691550454
403,la ronge,55.1001,-105.2842,13.66,67,100,1.53,CA,1691550685
404,jackson,42.4165,-122.8345,30.93,25,0,5.14,US,1691550236
405,ad darb,17.7229,42.2526,31.56,41,87,2.91,SA,1691550685
406,hobyo,5.3505,48.5268,24.21,84,76,9.55,SO,1691550685
407,aasiaat,68.7098,-52.8699,2.6,75,100,1.5,GL,1691550652
408,petrozavodsk,61.7849,34.3469,18.6,100,88,1.73,RU,1691550686
409,cartagena del chaira,1.3349,-74.8429,21.67,99,75,0.79,CO,1691550686
410,karachi,24.9056,67.0822,27.9,78,100,5.14,PK,1691550549
411,alofi,-19.0595,-169.9187,27.94,83,75,4.63,NU,1691550686
412,egersund,58.4513,5.9997,11.16,87,100,12.72,NO,1691550686
413,sidi khaled,34.387,4.9879,30.29,25,3,1.25,DZ,1691550537
414,natal,-5.795,-35.2094,24.12,100,75,4.12,BR,1691550015
415,victorica,-36.2151,-65.4359,8.68,50,34,7.39,AR,1691550686
416,altamira,-3.2033,-52.2064,24.75,76,41,1.5,BR,1691550686
417,copala,16.65,-98.9833,27.31,89,3,1.67,MX,1691550686
418,kapuskasing,49.4169,-82.4331,16.11,81,60,0.93,CA,1691550687
419,siwa oasis,29.2041,25.5195,26.8,55,0,3.03,EG,1691550687
420,kilindoni,-7.9139,39.6668,24.39,78,0,7.81,TZ,1691550687
421,east london,-33.0153,27.9116,17.07,79,100,3.58,ZA,1691550687
422,gazojak,41.1875,61.4036,27.71,38,0,3.2,TM,1691550687
423,embrun,44.5639,6.4953,13.48,62,12,1.57,FR,1691550687
424,alo,7.4178,6.7371,21.67,98,89,1.39,NG,1691550687
425,belyy yar,53.6039,91.3903,22.94,56,0,1.0,RU,1691550687
426,dubbo,-32.25,148.6167,19.07,39,40,4.12,AU,1691550687
427,coahuayana de hidalgo,18.7,-103.6583,27.79,90,39,1.64,MX,1691550687
428,taulaga,-11.0553,-171.0883,27.56,81,46,5.73,AS,1691550687
429,tionk essil,12.7856,-16.5217,25.17,84,95,2.36,SN,1691550688
430,touros,-5.1989,-35.4608,23.77,87,100,4.56,BR,1691550688
431,margate,51.3813,1.3862,14.27,92,100,1.79,GB,1691550688
432,nouadhibou,20.931,-17.0347,20.99,88,20,5.66,MR,1691550688
433,rahimah,26.7079,50.0619,31.12,37,0,3.86,SA,1691550688
434,changli,39.7042,119.1506,26.71,75,90,2.12,CN,1691550688
435,qaqortoq,60.7167,-46.0333,5.03,88,62,0.35,GL,1691550689
436,scottburgh,-30.2867,30.7532,18.94,63,100,5.08,ZA,1691550690
437,xique xique,-10.8217,-42.7311,24.63,57,0,6.16,BR,1691550690
438,villa gesell,-37.2639,-56.973,8.36,92,41,4.77,AR,1691550690
439,marshall,34.3834,-86.3333,22.86,92,75,0.0,US,1691550690
440,richards bay,-28.783,32.0377,19.22,75,83,6.39,ZA,1691550690
441,balykshi,47.0667,51.8667,25.0,69,0,2.0,KZ,1691550690
442,mount pearl,47.5166,-52.7813,12.75,90,100,0.45,CA,1691550690
443,knyaginino,55.8228,45.0349,16.18,78,1,3.13,RU,1691550690
444,tamiahua,21.2667,-97.45,28.49,85,38,4.89,MX,1691550690
445,kearney,40.6995,-99.0815,23.39,82,100,2.06,US,1691550690
446,sinop,41.7711,34.8709,16.35,87,0,1.56,TR,1691550691
447,broken hill,-31.95,141.4333,19.07,26,28,9.03,AU,1691550691
448,urangan,-25.3,152.9,19.76,62,5,8.14,AU,1691550409
449,ta`u,-14.2336,-169.5144,27.39,69,74,3.43,AS,1691550691
450,cururupu,-1.8283,-44.8683,24.58,87,40,2.16,BR,1691550691
451,jogindarnagar,31.9833,76.7667,25.46,75,100,0.86,IN,1691550691
452,tromso,69.6496,18.957,20.21,82,100,2.57,NO,1691550691
453,uchqurghon shahri,41.1137,72.0791,26.92,31,5,2.75,UZ,1691550691
454,kyzyl-suu,42.3414,78.0056,18.75,50,86,2.23,KG,1691550494
455,cabedelo,-6.9811,-34.8339,22.37,83,70,4.97,BR,1691550691
456,tataouine,32.9297,10.4518,22.48,57,0,1.94,TN,1691550691
457,fonte boa,-2.4959,-66.2662,23.6,89,32,1.4,BR,1691550692
458,besni,37.6928,37.8611,26.83,41,0,0.34,TR,1691550692
459,bossangoa,6.4926,17.4552,21.12,98,100,2.91,CF,1691550692
460,smidovich,48.6,133.8167,22.36,65,97,4.38,RU,1691550692
461,mar del plata,-38.0023,-57.5575,8.38,88,25,1.79,AR,1691550692
462,byron bay,-28.65,153.6167,19.28,60,13,4.9,AU,1691550692
463,cafayate,-26.073,-65.9761,12.26,42,98,1.33,AR,1691550692
464,ugoofaaru,5.6667,73.0,27.59,79,100,5.32,MV,1691550433
465,hilo,19.7297,-155.09,28.49,74,40,4.12,US,1691550667
466,tsiombe,-25.3,45.4833,18.29,95,2,2.64,MG,1691550692
467,swindon,51.558,-1.7812,15.59,97,0,0.0,GB,1691550693
468,rexburg,43.826,-111.7897,20.73,52,0,1.54,US,1691550405
469,usogorsk,63.4106,48.6872,15.82,65,8,1.28,RU,1691550693
470,taoudenni,22.6783,-3.9836,36.56,12,0,6.11,ML,1691550693
471,pundong,-7.9522,110.3486,27.82,59,6,5.98,ID,1691550693
472,ad dabbah,18.05,30.95,33.63,38,10,5.68,SD,1691550693
473,essaouira,31.5125,-9.77,20.86,94,14,6.33,MA,1691550693
474,sola,-13.8833,167.55,24.15,86,100,9.24,VU,1691550693
475,ginir,7.1333,40.7,13.93,79,35,4.27,ET,1691550693
476,masterton,-40.9597,175.6575,11.6,55,19,0.63,NZ,1691550427
477,baise city,23.8997,106.6133,26.34,97,100,0.83,CN,1691550693
478,nay pyi taw,19.745,96.1297,23.51,97,100,2.49,MM,1691550693
479,mufumbwe,-13.6833,24.8,11.7,58,0,2.13,ZM,1691550694
480,nyurba,63.2842,118.3319,24.68,32,23,4.84,RU,1691550694
481,panguipulli,-39.6333,-72.3333,9.39,87,100,1.23,CL,1691550694
482,warrnambool,-38.3833,142.4833,17.41,56,0,8.72,AU,1691550694
483,chadron,42.8294,-102.9999,18.82,67,100,5.66,US,1691550694
484,derzhavinsk,51.1,66.3167,20.62,49,100,5.15,KZ,1691550694
485,purpe,64.4803,76.6897,12.9,76,100,7.52,RU,1691550694
486,goundam,16.4145,-3.6708,30.2,51,88,7.76,ML,1691550694
487,loikaw,19.6742,97.2094,21.56,91,100,1.64,MM,1691550493
488,saham,24.1722,56.8886,31.74,74,5,4.03,OM,1691550694
489,labuan,5.2767,115.2417,28.35,74,11,2.63,MY,1691550695
490,fortaleza,-3.7227,-38.5247,27.34,74,40,7.2,BR,1691550695
491,yaren,-0.5472,166.916,27.87,76,99,3.59,NR,1691550695
492,antsohihy,-14.8796,47.9875,18.68,88,2,1.89,MG,1691550695
493,opuwo,-18.0607,13.84,14.21,38,12,0.69,NA,1691550695
494,egilsstadir,65.2653,-14.3948,5.28,76,34,2.76,IS,1691550465
495,katsuura,35.1333,140.3,31.01,89,99,6.82,JP,1691550695
496,myitkyina,25.3833,97.4,25.13,99,100,1.03,MM,1691550695
497,atherton,53.5237,-2.4935,12.8,91,73,1.31,GB,1691550695
498,ancud,-41.8697,-73.8203,10.27,97,100,5.63,CL,1691550695
499,beyneu,45.3167,55.2,28.74,41,0,4.1,KZ,1691550695
500,santiago,-33.4569,-70.6483,17.0,65,100,2.57,CL,1691550086
501,page,36.9147,-111.4558,31.17,7,0,9.39,US,1691550443
502,al masallamiyya,14.5748,33.3373,26.48,69,100,6.82,SD,1691550696
503,conception bay south,47.4999,-52.9981,13.08,92,100,2.66,CA,1691550696
504,mana,5.6592,-53.7767,25.53,87,100,4.1,GF,1691550696
505,port moresby,-9.4431,147.1797,27.06,62,100,8.31,PG,1691550696
506,kyshtovka,56.555,76.6271,18.13,72,57,1.91,RU,1691550696
507,menziken,47.25,8.1833,14.99,83,75,1.54,CH,1691550696
508,matsue,35.4722,133.0506,33.4,55,29,6.91,JP,1691550696
509,kismayo,-0.3582,42.5454,24.06,84,23,6.67,SO,1691550696
510,strugi-krasnyye,58.2675,29.1114,11.5,88,82,1.63,RU,1691550696
511,khandud,36.9513,72.318,15.54,42,1,2.12,AF,1691550697
512,carentan,49.3031,-1.2481,15.82,97,91,3.13,FR,1691550697
513,puerto ayacucho,5.6639,-67.6236,24.14,92,57,1.45,VE,1691550696
514,necochea,-38.5473,-58.7368,4.57,86,7,5.1,AR,1691550697
515,tralee,52.2704,-9.7026,16.24,97,99,2.06,IE,1691550697
516,curaca,-8.9903,-39.9094,23.18,64,4,6.96,BR,1691550697
517,vernon,50.2581,-119.2691,27.56,48,87,0.89,CA,1691550618
518,mizdah,31.4451,12.9801,17.47,65,0,1.14,LY,1691550427
519,baiti,13.745,-14.7482,25.09,76,82,2.86,SN,1691550697
520,hoeyang,38.7103,127.5983,21.23,96,100,3.13,KP,1691550697
521,bom jesus,-9.0744,-44.3586,22.56,48,2,1.41,BR,1691550697
522,la sarre,48.8002,-79.1996,16.56,86,50,1.84,CA,1691550697
523,newman,37.3138,-121.0208,30.16,56,0,0.89,US,1691550698
524,berezovyy,51.6667,135.7,22.45,49,57,4.12,RU,1691550698
525,luau,-10.7073,22.2247,16.15,42,0,1.38,AO,1691550698
526,mombetsu,44.3525,143.3525,23.61,86,79,3.1,JP,1691550698
527,san martin,-33.081,-68.4681,12.02,34,100,3.82,AR,1691550698
528,feijo,-8.1642,-70.3536,23.98,83,81,1.08,BR,1691550698
529,simpang,-1.2667,104.0833,30.42,59,53,2.7,ID,1691550440
530,tchintabaraden,15.8969,5.7985,26.95,67,50,4.71,NE,1691550403
531,oamaru,-45.0784,170.9801,7.99,70,98,8.61,NZ,1691550698
532,ometepec,16.6833,-98.4167,24.53,92,1,0.53,MX,1691550698
533,puerto deseado,-47.7503,-65.8938,8.67,56,94,5.62,AR,1691550698
534,union,40.6334,-74.2663,23.97,66,100,5.66,US,1691550311
535,shihezi,44.3,86.0333,27.85,36,4,1.99,CN,1691550699
536,puerto armuelles,8.2833,-82.8667,27.27,91,100,1.34,PA,1691550699
537,timimoun,29.2639,0.231,31.75,16,0,5.25,DZ,1691550699
538,mount pleasant,32.7941,-79.8626,29.0,78,75,1.34,US,1691550404
539,xichang,27.8964,102.2634,26.27,69,15,0.87,CN,1691550699
540,razole,16.4833,81.8333,29.51,66,100,2.11,IN,1691550699
541,san luis de la loma,17.2706,-100.8939,28.38,88,43,2.69,MX,1691550699
542,abepura,-2.6333,140.5833,32.45,49,20,4.12,ID,1691550699
543,pionerskiy,54.9508,20.2275,12.91,87,89,7.91,RU,1691550699
544,bel ombre,-4.6167,55.4167,24.73,84,87,5.47,SC,1691550699
545,mwinilunga,-11.7358,24.4293,12.44,56,1,1.48,ZM,1691550699
546,usol'ye,59.4268,56.6808,18.59,74,79,1.85,RU,1691550687
547,susuman,62.7833,148.1667,9.71,53,100,1.16,RU,1691550700
548,markala,13.7021,-6.0659,25.52,78,100,5.11,ML,1691550700
549,fuxin,42.0156,121.6589,28.36,50,1,4.29,CN,1691550700
550,berezovo,63.9381,65.0419,15.0,66,100,4.05,RU,1691550700
551,laojunmiao,39.8333,97.7333,25.66,29,86,8.27,CN,1691550700
552,gossau,47.4169,9.2513,14.92,74,88,1.62,CH,1691550700
553,huarmey,-10.0681,-78.1522,19.53,83,96,3.76,PE,1691550700
554,conde,-7.2597,-34.9075,21.7,100,20,1.54,BR,1691550700
555,goz beida,13.95,20.55,23.91,85,75,2.17,TD,1691550700
556,okondja,-0.6549,13.6753,23.71,68,69,0.95,GA,1691550700
557,kasane,-17.8167,25.15,12.9,53,0,2.7,BW,1691550700
558,lalganj,25.8667,85.1833,26.97,94,100,3.66,IN,1691550701
559,acapulco de juarez,16.8634,-99.8901,29.9,84,75,1.03,MX,1691550701
560,galveston,29.3669,-94.9669,30.1,81,0,6.69,US,1691550701
561,lasem,-6.6922,111.4527,28.67,56,36,3.39,ID,1691550490
562,toyooka,35.5333,134.8333,32.81,59,99,5.4,JP,1691550487
563,vite,17.2833,74.55,23.36,81,95,5.98,IN,1691550701
564,cill airne,52.05,-9.5167,16.3,98,91,1.67,IE,1691550701
565,anda,46.4,125.3167,22.16,67,93,3.0,CN,1691550701
566,nalut,30.3333,10.85,23.67,37,0,4.43,LY,1691550701
567,rauma,61.1272,21.5113,13.02,77,0,7.52,FI,1691550701
568,saurimo,-9.6608,20.3916,15.97,42,0,2.29,AO,1691550701
569,mossel bay,-34.1831,22.146,10.96,83,17,2.82,ZA,1691550701
570,humaita,-7.5061,-63.0208,26.2,63,7,0.88,BR,1691550702
571,jieshi,22.8134,115.8257,30.94,69,34,4.91,CN,1691550702
572,kourou,5.1552,-52.6478,25.03,89,59,3.8,GF,1691550702
573,kruisfontein,-34.0033,24.7314,12.71,90,100,2.23,ZA,1691550457
574,nuuk,64.1835,-51.7216,3.82,100,100,3.6,GL,1691550702
575,nova olinda do norte,-3.8881,-59.0942,28.81,48,75,1.14,BR,1691550702
576,caconda,-13.7333,15.0667,12.91,58,5,0.28,AO,1691550702
577,naracoorte,-36.9579,140.7383,16.65,48,5,8.01,AU,1691550702
578,papao,-17.75,-149.55,24.82,85,100,8.85,PF,1691550702
579,nikel,69.4128,30.222,19.1,79,0,2.32,RU,1691550702
580,ibshaway,29.358,30.6814,24.29,74,0,3.37,EG,1691550702
581,macapa,0.0389,-51.0664,26.99,100,40,2.57,BR,1691550702
582,chelm,51.1431,23.4716,11.13,83,83,3.51,PL,1691550702
583,yeppoon,-23.1333,150.7333,23.88,64,5,6.99,AU,1691550703
584,volterra,43.4003,10.86,18.56,74,100,0.97,IT,1691550703
585,leava,-14.3,-178.1667,27.51,77,42,3.05,WF,1691550703
586,belomorsk,64.5232,34.7668,16.64,86,1,2.2,RU,1691550703
587,mataram,-8.5833,116.1167,29.45,49,9,1.96,ID,1691550703
588,kabansk,52.0486,106.6528,21.56,80,100,2.48,RU,1691550703
589,sisimiut,66.9395,-53.6735,6.38,70,22,0.95,GL,1691550637
590,severo-yeniseyskiy,60.3725,93.0408,17.05,60,19,2.63,RU,1691550703
591,cox's bazar,21.4532,91.9798,25.71,92,100,4.7,BD,1691550703
